47847,all,42.6_89.75
83598,all,41.18_71.17
145309,all,31.1_88.32
85023,all,35.89_92.98
81663,all,41.05_11.35
99663,all,23.13_35.46
75423,all,47.3_93.81
33,all,47.61_85.1
8472,all,47.99_15.6
56472,all,46.84_11.21
8532,all,38.2_72.68
1836,all,43.67_93.5
68448,all,47.69_91.89
3549,all,41.01_11.95
5052,all,17.75_8.3
93168,all,47.43_91.23
3424,all,21.09_35.75
19200,all,36.7_76.79
113808,all,45.24_11.71
36552,all,41.11_11.07
8157,all,10.18_42.05
20340,all,42.54_93.66
48872,all,41.84_11.37
30600,all,37.05_70.4
26520,all,41.09_10.77
34752,all,44.44_81.27
8712,all,41.51_16.34
9762,all,46.99_94.35
5907,all,42.32_16.54
86448,all,43.13_82.99
30840,all,40.23_82.34
12372,all,23.15_35.34
61872,all,43.02_10.96
55752,all,21.88_31.92
11892,all,40.37_95.59
49632,all,44.62_11.01
5952,all,42.53_88.19
8322,all,44.04_10.16
4932,all,41.12_11.05
87168,all,42.9_91.95
17700,all,47.75_86.3
10902,all,39.77_75.02
2214,all,44.7_16.91
30000,all,47.2_89.48
70848,all,45.22_86.91
17720,all,47.52_11.81
8862,all,46.14_82.32
95568,all,31.22_93.72
12972,all,11.16_43.57
19800,all,45.08_82.81
11472,all,40.49_11.69
5487,all,43.56_10.91
8052,all,42.41_11.81
1566,all,45.17_84.42
29160,all,47.28_81.9
43992,all,42.8_16.72
85473,all,45.23_80.81
71313,all,43.05_87.48
72018,all,42.76_94.92
40137,all,42.83_11.94
117618,all,46.61_89.19
34257,all,45.12_11.3
54777,all,45.7_82.04
52857,all,23.38_32.05
34857,all,46.63_80.81
32817,all,16.96_8.55
53457,all,36.06_79.81
47337,all,39.73_83.43
74418,all,42.2_77.38
57897,all,43.53_80.64
55977,all,42.54_10.61
141989,all,46.32_15.38
88323,all,43.67_10.23
88883,all,43.51_83.01
114243,all,47.49_10.44
114483,all,44.25_94.71
166919,all,22.84_30.94
84708,all,44.55_81.02
89028,all,41.55_10.36
54762,all,44.76_16.6
77028,all,41.34_11.31
73188,all,41.14_71.77
46842,all,42.73_11.38
40722,all,17.21_22.53
31665,all,32.21_89.15
40842,all,43.45_81.64
57282,all,32.74_93.75
49242,all,44.98_11.27
73908,all,46.67_11.6
94388,all,15.44_9.19
63642,all,43.65_80.88
21605,all,45.68_10.67
30825,all,37.95_76.13
74148,all,46.94_16.39
26745,all,41.73_17.8
39162,all,47.61_88.45
26765,all,41.0_11.8
41322,all,46.03_90.36
39282,all,44.18_17.01
64002,all,47.62_11.32
16645,all,10.02_45.8
87108,all,20.02_34.13
128148,all,41.0_15.42
55962,all,44.5_91.69
145289,all,20.46_35.35
144874,all,42.21_10.27
81333,all,42.46_16.09
94053,all,41.09_70.26
102453,all,42.83_83.06
164234,all,43.53_91.08
78293,all,20.14_31.48
103653,all,39.68_78.35
95573,all,42.66_10.18
100293,all,17.68_8.66
80358,all,41.89_10.21
76278,all,23.58_33.62
56787,all,41.32_83.7
40467,all,41.75_11.63
40707,all,43.77_83.27
59307,all,32.69_81.36
34827,all,20.55_35.36
41067,all,46.92_92.52
51387,all,47.45_84.54
74118,all,41.84_11.74
55547,all,39.41_81.37
63747,all,45.52_11.96
61827,all,46.71_10.24
64107,all,44.24_10.43
75078,all,45.58_15.88
67158,all,45.99_81.17
100038,all,46.62_10.03
152269,all,47.99_10.01
67623,all,40.49_91.73
76023,all,44.4_86.71
89223,all,33.32_94.68
146734,all,15.53_8.85
73383,all,32.62_89.06
123303,all,43.02_10.59
78263,all,45.3_82.94
149294,all,43.53_11.25
67143,all,43.09_93.19
56436,all,43.39_11.54
71976,all,22.0_31.77
72216,all,32.87_81.4
9543,all,43.83_15.01
8523,all,43.51_86.25
10113,all,36.72_80.94
85176,all,35.8_95.07
77016,all,46.0_93.96
93816,all,22.9_31.35
57156,all,43.74_92.83
69336,all,43.27_11.42
42876,all,44.63_94.18
63396,all,38.69_75.22
49116,all,41.58_92.19
36876,all,40.02_10.17
86136,all,36.89_76.11
33036,all,46.39_15.03
53516,all,40.78_10.75
37236,all,43.77_92.32
47556,all,46.77_95.39
91176,all,37.52_76.07
57956,all,42.34_72.75
55916,all,41.53_80.38
11943,all,46.41_11.89
79176,all,42.63_16.88
49836,all,40.25_79.2
33476,all,44.29_11.43
43956,all,47.55_15.99
58356,all,42.28_17.07
71961,all,40.69_11.41
42381,all,45.12_95.75
56781,all,41.85_95.15
88986,all,46.74_16.04
63021,all,11.69_45.4
61221,all,44.99_85.08
59181,all,40.6_95.51
46941,all,45.04_95.73
57261,all,46.5_11.88
63501,all,46.66_15.95
82026,all,21.08_35.1
63621,all,45.92_10.34
39141,all,23.31_34.44
39221,all,21.62_30.64
33141,all,44.55_84.55
79146,all,36.13_81.43
39741,all,41.34_86.26
37701,all,43.49_85.73
67851,all,17.22_8.8
88971,all,20.58_30.87
89211,all,41.99_10.35
102651,all,42.79_11.98
75051,all,44.51_86.86
67371,all,42.89_87.15
67836,all,44.03_83.84
50526,all,42.5_88.73
88956,all,40.65_75.16
65166,all,22.77_35.3
38646,all,40.73_75.9
63606,all,11.0_46.57
18527,all,23.26_35.21
53526,all,47.16_11.88
43326,all,39.57_82.84
49566,all,45.14_16.44
47526,all,47.35_11.38
103356,all,23.08_34.29
99276,all,20.27_33.95
33366,all,41.71_10.15
133720,all,46.62_11.58
35526,all,42.59_15.81
56166,all,41.8_74.24
39806,all,39.66_74.22
153145,all,23.24_35.25
158395,all,22.37_32.86
60471,all,47.59_88.85
92286,all,46.82_17.31
60711,all,22.98_31.41
54711,all,47.19_11.51
63111,all,34.57_82.46
46751,all,16.39_9.06
48831,all,44.31_94.42
69006,all,41.83_10.35
44751,all,46.8_86.97
38751,all,42.71_82.58
57231,all,39.06_80.02
49071,all,43.5_11.17
47031,all,47.42_11.33
42951,all,42.54_89.09
65511,all,41.68_10.53
49191,all,46.08_11.6
63591,all,44.62_84.06
57591,all,42.92_15.93
71871,all,44.37_10.2
68511,all,45.43_11.54
109791,all,45.68_10.75
105711,all,45.94_11.69
162430,all,31.15_90.86
154270,all,43.92_10.68
81471,all,44.54_92.45
82431,all,45.76_80.7
91071,all,46.02_10.11
70671,all,40.79_78.63
60416,all,43.11_16.69
1953,all,22.06_32.19
92256,all,44.76_11.61
84096,all,40.66_82.66
68016,all,22.82_34.8
12648,all,47.59_89.93
7350,all,43.56_83.23
34296,all,47.47_83.6
1968,all,47.39_85.93
40536,all,47.06_16.35
5580,all,45.31_16.81
28572,all,44.5_10.43
3063,all,34.74_91.2
8175,all,46.42_87.0
155200,all,45.74_11.12
17372,all,42.71_71.34
8718,all,42.96_91.42
26652,all,32.3_92.33
15888,all,43.32_92.77
29772,all,38.85_75.24
41136,all,42.45_87.42
61656,all,43.18_79.51
2958,all,41.6_89.07
28812,all,41.12_10.89
26772,all,47.91_17.73
13908,all,10.01_45.28
55656,all,44.69_85.24
31932,all,47.82_95.03
6705,all,37.32_74.77
3228,all,45.43_11.69
12918,all,46.3_15.74
1743,all,42.84_15.02
25872,all,45.5_94.48
3363,all,46.91_10.68
158080,all,42.22_89.6
10908,all,23.37_40.1
5985,all,40.23_11.72
8928,all,42.89_95.63
1053,all,46.28_11.5
2013,all,45.12_10.89
33696,all,44.41_15.3
16872,all,42.09_92.86
28152,all,42.64_11.42
104481,all,40.13_80.98
160930,all,42.98_10.12
91041,all,37.05_81.16
70641,all,20.13_34.66
87201,all,42.17_11.47
103761,all,43.72_11.68
99921,all,44.55_10.44
140675,all,41.63_17.08
62481,all,42.12_11.93
52401,all,47.6_17.14
51321,all,44.35_88.81
55521,all,41.55_15.78
37401,all,16.48_8.25
49841,all,42.49_90.52
155045,all,30.43_83.92
102291,all,42.89_90.31
65811,all,47.77_10.32
123491,all,42.74_11.62
153895,all,47.36_10.21
52506,all,46.59_11.69
17097,all,41.33_93.74
31437,all,41.49_86.72
72836,all,41.37_16.96
46826,all,45.38_11.95
42786,all,45.76_87.05
40866,all,37.55_77.12
19417,all,40.96_10.6
36786,all,44.35_17.74
65556,all,47.06_87.9
82116,all,41.35_76.27
23697,all,42.67_82.27
39306,all,45.34_89.04
24777,all,42.79_10.28
26877,all,47.21_85.07
27957,all,44.58_10.03
26977,all,41.54_93.07
32097,all,22.16_32.64
30117,all,40.86_88.18
43986,all,46.65_82.38
109701,all,43.44_80.41
85781,all,10.37_44.47
102261,all,42.1_72.87
70101,all,43.13_78.0
79221,all,44.97_90.5
76166,all,40.14_11.66
52731,all,46.57_88.52
40731,all,40.37_90.85
47171,all,40.86_83.16
74166,all,45.55_92.86
35091,all,33.35_84.74
33131,all,45.24_17.1
49611,all,21.63_31.77
60051,all,23.68_30.73
120246,all,36.79_71.89
149965,all,42.45_11.31
121431,all,40.04_78.94
73191,all,44.7_89.11
34068,all,45.74_11.4
54708,all,41.9_91.93
72840,all,21.59_33.88
38508,all,39.54_81.09
69000,all,44.01_87.73
9651,all,16.92_9.59
38628,all,32.83_80.03
29678,all,40.38_73.95
26678,all,37.5_82.29
9771,all,44.32_92.9
78360,all,40.18_74.61
9801,all,44.65_81.4
8871,all,42.48_10.83
12501,all,42.83_90.14
11991,all,38.82_81.69
16101,all,41.18_80.51
11511,all,36.26_76.65
10491,all,44.54_15.72
76185,all,46.85_10.4
54453,all,46.04_89.75
62733,all,40.47_86.98
92730,all,23.52_30.72
40413,all,44.95_90.99
126330,all,44.89_10.27
69210,all,43.41_95.54
42813,all,40.74_15.7
78570,all,17.17_8.27
79050,all,40.29_87.86
58293,all,40.44_79.95
145558,all,22.78_33.76
86235,all,41.11_11.3
95595,all,47.77_10.61
71595,all,43.9_93.5
72060,all,40.03_84.02
38238,all,42.02_81.2
93180,all,45.22_86.49
119100,all,40.43_11.53
39198,all,42.01_88.94
37398,all,41.86_77.38
70860,all,40.09_78.7
58038,all,42.74_11.95
33558,all,47.99_15.11
52038,all,41.47_80.43
71580,all,45.39_17.66
88845,all,44.87_83.39
126285,all,44.12_10.55
73245,all,42.63_15.25
90525,all,23.8_33.19
140698,all,36.8_76.34
34023,all,43.33_15.34
56703,all,46.11_10.52
48543,all,22.37_32.83
52863,all,43.19_70.85
46743,all,44.59_11.98
36663,all,46.31_86.32
163228,all,47.67_95.51
81630,all,38.42_76.75
61623,all,44.34_11.43
70110,all,45.9_91.09
82830,all,40.98_11.98
79230,all,47.88_93.38
148093,all,41.02_10.97
94095,all,40.76_10.15
116175,all,46.85_11.43
132,all,43.49_81.79
79920,all,43.0_79.84
44088,all,42.43_88.93
5259,all,46.04_90.38
14106,all,20.51_34.08
96480,all,33.32_81.96
80400,all,40.26_10.19
9036,all,42.9_11.79
14166,all,44.09_11.13
9576,all,45.27_16.66
26328,all,46.35_15.06
24348,all,42.12_81.9
3045,all,40.43_15.35
85200,all,46.02_10.02
46728,all,40.92_83.84
9636,all,37.29_70.03
1974,all,10.87_45.98
59208,all,46.68_16.13
17328,all,43.59_16.45
23568,all,42.59_10.32
609,all,36.27_81.28
2055,all,44.92_10.51
31848,all,43.63_80.31
30828,all,46.42_83.3
3090,all,40.6_82.83
549,all,42.63_94.26
53568,all,41.31_86.61
25788,all,46.45_89.61
31968,all,40.48_84.6
9846,all,42.78_15.33
1104,all,41.02_10.24
3105,all,41.25_83.14
7239,all,44.25_94.26
1554,all,47.91_86.53
2980,all,33.07_84.72
29028,all,46.75_16.83
8886,all,17.53_8.72
23928,all,21.88_35.41
91680,all,40.57_93.9
4969,all,40.06_79.69
5484,all,44.64_10.49
28128,all,42.66_72.75
92385,all,21.74_41.83
92865,all,42.46_16.83
88785,all,42.83_15.75
89265,all,47.2_15.41
72945,all,10.72_43.89
78225,all,45.43_83.03
58473,all,20.61_31.83
71970,all,40.41_10.54
34113,all,36.41_81.62
50793,all,44.54_92.44
40593,all,43.76_15.5
73410,all,42.16_81.91
73650,all,22.89_38.65
51273,all,37.51_78.2
148388,all,42.09_10.99
35073,all,42.35_10.59
61833,all,45.22_84.73
86850,all,41.33_17.72
151268,all,47.28_11.34
35793,all,41.73_11.78
157253,all,44.11_17.55
88995,all,10.93_44.86
137158,all,46.51_11.38
76995,all,47.63_91.52
145958,all,47.85_15.98
131558,all,45.36_80.77
94995,all,46.77_11.16
156583,all,44.12_15.91
150503,all,37.81_70.29
168008,all,42.56_11.46
96500,all,41.53_77.18
26253,all,40.22_81.97
25233,all,47.31_11.69
48618,all,46.34_89.36
76820,all,37.92_82.31
20273,all,17.86_9.26
29493,all,43.79_89.92
61218,all,45.2_11.29
17313,all,43.63_11.98
17373,all,39.36_81.84
34818,all,41.1_74.44
98340,all,40.92_11.85
26673,all,38.94_83.47
47298,all,16.48_8.61
26733,all,10.23_42.96
16533,all,32.62_92.15
45378,all,44.25_91.06
35178,all,20.28_34.71
19713,all,41.99_78.54
91620,all,40.95_90.02
99860,all,44.95_81.39
21933,all,41.51_11.76
28093,all,10.97_45.63
52098,all,47.13_11.7
69045,all,37.63_74.88
78885,all,40.01_10.21
141323,all,31.5_81.49
134443,all,39.77_79.36
58443,all,21.5_34.43
56643,all,40.72_11.29
68390,all,45.26_89.51
137228,all,44.63_17.19
63003,all,46.18_10.63
61083,all,43.49_17.72
81750,all,46.25_11.13
65523,all,41.73_82.51
63723,all,40.21_71.67
127910,all,42.09_11.87
61923,all,36.85_78.07
87030,all,41.84_88.69
51963,all,43.12_84.17
39723,all,45.3_11.49
60363,all,45.84_92.44
141293,all,37.96_81.45
136718,all,42.35_10.76
121895,all,30.05_80.48
85095,all,47.35_83.66
147118,all,23.51_33.69
78375,all,17.19_8.33
79175,all,15.41_8.33
158638,all,40.93_80.79
166958,all,44.23_11.18
83655,all,44.4_10.07
64644,all,47.69_11.37
58884,all,23.63_32.93
9615,all,23.64_39.08
14775,all,10.43_47.33
102552,all,41.45_11.19
147952,all,40.62_11.1
8235,all,30.21_89.48
14385,all,41.26_83.14
119352,all,40.86_92.77
12885,all,41.27_10.94
61964,all,40.85_84.3
37404,all,23.64_34.02
56004,all,47.97_10.75
45804,all,41.52_82.59
73017,all,36.23_79.71
111417,all,15.68_9.24
66777,all,42.97_11.82
91737,all,40.34_10.97
79497,all,44.42_89.35
75417,all,42.54_77.24
158227,all,40.63_10.13
133747,all,45.62_10.55
60429,all,42.74_85.01
50349,all,41.79_83.04
48429,all,36.41_83.81
38229,all,44.41_94.37
36389,all,43.13_11.68
89322,all,10.19_46.04
40629,all,40.48_83.96
81402,all,45.15_88.66
34629,all,40.98_11.17
44949,all,40.66_85.04
47109,all,40.58_10.94
58269,all,42.22_11.35
97467,all,44.22_88.4
65547,all,46.92_10.0
102747,all,43.12_92.6
42254,all,44.78_94.88
40374,all,47.0_11.79
42654,all,47.2_80.52
36534,all,37.81_77.12
52974,all,11.7_47.7
55134,all,20.31_32.58
73452,all,47.84_91.04
26711,all,47.07_11.41
37254,all,44.12_10.62
78972,all,11.66_42.67
41814,all,41.64_75.39
155737,all,34.6_89.39
93837,all,42.09_95.18
99117,all,44.46_11.94
120237,all,45.43_10.89
84702,all,35.25_92.68
52719,all,46.21_17.55
40479,all,41.29_17.71
85182,all,47.26_11.8
77982,all,46.12_10.05
49239,all,21.79_36.9
49439,all,40.17_90.29
55599,all,47.2_11.82
37359,all,20.5_32.3
43719,all,47.35_93.56
60399,all,41.75_70.61
85407,all,44.83_87.37
93807,all,43.39_11.61
94047,all,44.25_93.05
102447,all,21.55_34.14
86847,all,21.29_30.62
79167,all,47.74_15.75
75087,all,37.84_83.1
142687,all,42.71_11.67
11520,all,40.15_10.83
8460,all,47.8_83.03
5256,all,44.48_11.17
56424,all,43.16_10.38
71952,all,42.6_92.34
1062,all,47.81_10.38
48384,all,47.7_89.09
330,all,30.02_94.85
5286,all,41.63_10.95
34104,all,44.64_17.26
1013,all,40.34_94.65
2901,all,21.98_35.13
68352,all,40.72_10.14
6321,all,42.34_86.71
93072,all,44.76_15.35
42504,all,42.83_95.7
15750,all,45.34_88.2
20256,all,38.36_76.71
5586,all,46.57_89.28
27476,all,44.33_89.41
10680,all,42.11_11.41
93792,all,34.71_80.96
2806,all,10.18_42.52
16350,all,39.15_76.92
139552,all,47.84_10.12
2181,all,41.73_90.7
9750,all,45.71_10.16
5646,all,45.94_11.89
53384,all,47.23_10.7
57504,all,40.27_90.24
7446,all,41.91_85.18
2061,all,42.6_11.34
3346,all,44.59_82.38
15450,all,47.27_91.87
86832,all,43.55_81.12
903,all,44.05_92.28
5946,all,43.14_82.02
149632,all,44.38_10.17
5961,all,44.24_10.73
26916,all,46.1_11.48
24876,all,38.09_78.79
32136,all,44.94_17.72
7011,all,34.03_84.36
6501,all,43.81_92.01
9420,all,42.29_95.37
10980,all,47.81_82.95
153697,all,43.99_84.52
77457,all,47.45_89.32
73377,all,46.81_17.59
124817,all,41.35_12.0
100482,all,44.59_15.4
40449,all,42.34_85.91
63009,all,40.06_11.2
46809,all,22.49_33.44
73362,all,44.94_10.34
38769,all,43.04_11.12
82002,all,23.58_33.02
33129,all,45.76_10.72
70722,all,42.74_91.29
108002,all,46.87_15.25
56169,all,31.98_89.84
43889,all,36.47_82.77
97187,all,41.66_93.02
90147,all,23.97_37.72
78387,all,43.23_90.14
74547,all,41.55_16.88
115667,all,16.42_8.4
111587,all,43.8_89.21
124067,all,46.63_11.58
75027,all,43.28_89.7
83427,all,44.29_89.12
44034,all,37.28_76.19
20121,all,42.91_17.6
30381,all,43.83_11.73
122052,all,43.56_15.41
61034,all,42.78_87.87
20301,all,40.61_73.98
30541,all,44.34_11.01
23421,all,45.41_10.78
38714,all,42.64_11.02
23601,all,47.69_17.25
49314,all,43.54_93.94
33114,all,41.82_71.42
74532,all,41.64_85.75
132712,all,17.92_9.47
103332,all,45.59_89.2
78932,all,41.76_10.62
79092,all,41.28_83.57
95652,all,36.75_75.79
83412,all,45.21_11.44
58314,all,41.21_87.7
162377,all,41.28_10.38
77957,all,45.54_10.77
79077,all,40.82_81.64
72102,all,42.02_93.25
34059,all,42.1_90.76
62979,all,47.33_10.15
101382,all,22.25_33.34
60939,all,35.99_92.93
93542,all,44.92_92.18
34659,all,42.96_80.4
40899,all,42.36_85.05
65702,all,39.2_80.36
37059,all,44.52_91.44
63699,all,45.7_10.94
91062,all,17.05_9.37
141292,all,39.22_77.64
37419,all,20.39_31.69
79062,all,41.05_10.74
107942,all,40.34_78.34
96102,all,36.03_76.59
46059,all,36.12_71.38
140237,all,46.52_10.03
72327,all,23.17_35.71
113367,all,46.08_11.42
74967,all,43.31_84.05
167182,all,15.79_8.74
155087,all,41.79_95.9
151247,all,44.79_91.34
48260,all,42.4_95.7
38700,all,46.62_10.12
9699,all,37.67_71.55
13299,all,43.17_91.83
47100,all,45.28_10.98
33020,all,44.0_90.18
12879,all,43.23_10.14
78744,all,40.24_17.66
74664,all,46.72_82.83
12969,all,31.11_94.95
10989,all,45.28_87.12
100344,all,38.29_74.15
68649,all,44.31_11.9
105609,all,45.29_86.38
77289,all,40.82_10.02
91209,all,34.51_82.53
147091,all,46.12_89.7
75834,all,43.29_10.3
56445,all,22.78_30.25
44325,all,47.99_82.91
40245,all,40.95_93.66
93114,all,46.5_11.5
44565,all,46.0_10.41
42645,all,43.97_82.21
77274,all,42.56_80.49
53085,all,42.15_15.61
34965,all,41.91_93.62
61605,all,42.45_84.01
55485,all,47.58_10.31
164596,all,46.69_11.46
78234,all,15.08_8.04
65994,all,11.45_42.43
39165,all,31.68_80.33
75354,all,41.75_10.64
88779,all,43.59_15.69
69339,all,23.84_32.79
69819,all,44.18_11.98
115419,all,39.4_73.98
79179,all,45.75_15.18
52710,all,35.81_86.29
38430,all,20.2_35.54
72924,all,17.59_9.19
59070,all,47.91_83.54
38670,all,43.08_10.06
65310,all,47.8_90.01
46950,all,16.36_8.87
59310,all,15.94_8.37
34830,all,42.91_16.82
33110,all,40.78_85.53
59790,all,43.87_11.91
103644,all,43.35_10.77
100044,all,40.68_82.17
16859,all,47.46_10.2
58350,all,42.66_15.35
102429,all,45.68_15.23
71934,all,42.87_11.82
60615,all,47.23_11.97
38655,all,42.36_81.57
73854,all,45.28_85.87
34935,all,40.83_11.15
43335,all,46.29_10.23
53735,all,15.67_8.63
80559,all,47.83_86.57
93519,all,42.84_71.02
94239,all,37.74_82.63
77919,all,43.24_93.19
95679,all,23.89_33.87
145951,all,15.16_8.59
6528,all,22.17_41.35
10044,all,44.84_86.09
31464,all,41.2_91.17
56880,all,41.64_17.36
9114,all,15.58_8.63
14754,all,40.35_16.65
14244,all,41.57_91.93
8148,all,41.99_11.14
46800,all,22.93_32.89
4833,all,45.26_11.37
8178,all,41.02_93.64
11244,all,41.3_11.91
27624,all,42.59_81.81
34920,all,45.88_16.94
14364,all,40.16_11.42
2952,all,41.41_10.34
47240,all,41.04_11.83
14394,all,45.31_17.74
13884,all,41.51_88.9
53520,all,36.85_82.1
6948,all,44.28_10.49
8274,all,44.93_11.51
582,all,46.27_17.87
49560,all,40.33_76.24
66384,all,23.35_35.97
32084,all,23.16_35.76
2997,all,46.93_17.12
5493,all,32.95_81.59
14064,all,20.27_33.1
2877,all,43.78_15.55
12024,all,41.43_11.43
76209,all,38.81_80.4
117489,all,42.6_11.51
73569,all,44.6_93.24
127809,all,17.13_8.32
42345,all,40.22_95.85
54705,all,43.93_11.42
42425,all,21.09_34.25
50625,all,46.23_10.33
56865,all,21.59_31.84
48945,all,45.59_10.34
65505,all,47.98_15.29
164356,all,41.24_95.36
55545,all,43.89_84.58
86754,all,41.86_92.53
95234,all,44.6_82.28
146021,all,45.6_11.53
75939,all,44.19_11.95
106419,all,41.67_11.29
77859,all,43.76_81.9
94419,all,45.8_83.58
78579,all,36.03_77.3
103299,all,37.01_74.32
134246,all,11.32_42.02
137191,all,42.29_83.59
58410,all,47.6_84.49
29309,all,21.51_35.51
129684,all,44.81_86.05
32469,all,41.16_91.95
22329,all,42.26_93.41
19329,all,42.5_91.15
131336,all,45.44_16.15
17449,all,21.78_30.45
33090,all,47.23_10.42
57690,all,42.15_91.38
31929,all,45.05_17.9
66324,all,22.92_30.75
79284,all,47.02_87.12
95844,all,45.53_89.29
17829,all,22.0_33.2
19929,all,42.79_89.99
68949,all,42.73_77.99
139306,all,42.11_95.09
86229,all,11.44_43.79
82149,all,45.24_16.68
98949,all,44.22_85.14
152491,all,45.06_92.06
58395,all,46.98_17.01
112694,all,40.39_17.36
108614,all,42.72_93.35
75974,all,41.77_11.74
34275,all,43.42_11.38
85014,all,41.21_95.79
36675,all,41.22_94.26
78054,all,43.01_70.52
70694,all,44.63_16.7
149996,all,47.92_11.49
79254,all,45.78_11.23
124614,all,42.22_16.54
166861,all,41.67_16.33
89319,all,42.14_76.88
65559,all,47.19_88.38
128919,all,42.83_16.93
108519,all,45.55_15.49
160751,all,21.76_35.28
58884,4,9.44_13.16
9615,4,9.44_15.64
14775,4,4.16_18.92
102552,4,16.6_4.48
147952,4,16.24_4.44
8235,4,12.08_35.8
14385,4,16.52_33.24
119352,4,16.36_37.12
12885,4,16.52_4.36
61964,4,16.36_33.72
37404,4,9.44_13.6
56004,4,19.2_4.32
45804,4,16.6_33.04
73017,4,14.48_31.88
111417,4,6.28_3.68
66777,4,17.2_4.72
91737,4,16.12_4.4
79497,4,17.76_35.72
75417,4,17.0_30.88
158227,4,16.24_4.04
133747,4,18.24_4.24
60429,4,17.08_34.0
50349,4,16.72_33.2
48429,4,14.56_33.52
38229,4,17.76_37.76
36389,4,17.24_4.68
89322,4,4.08_18.4
40629,4,16.2_33.6
81402,4,18.04_35.48
34629,4,16.4_4.48
44949,4,16.28_34.0
47109,4,16.24_4.36
58269,4,16.88_4.56
97467,4,17.68_35.36
65547,4,18.76_4.0
102747,4,17.24_37.04
42254,4,17.92_37.96
40374,4,18.8_4.72
42654,4,18.88_32.2
36534,4,15.12_30.84
52974,4,4.68_19.08
55134,4,8.12_13.04
73452,4,19.12_36.4
26711,4,18.84_4.56
37254,4,17.64_4.24
78972,4,4.68_17.08
41814,4,16.64_30.16
155737,4,13.84_35.76
93837,4,16.84_38.08
99117,4,17.8_4.76
120237,4,18.16_4.36
84702,4,14.12_37.08
52719,4,18.48_7.0
40479,4,16.52_7.08
85182,4,18.92_4.72
77982,4,18.44_4.04
49239,4,8.72_14.76
49439,4,16.08_36.12
55599,4,18.88_4.72
37359,4,8.2_12.92
43719,4,18.96_37.44
60399,4,16.68_28.24
85407,4,17.92_34.96
93807,4,17.36_4.64
94047,4,17.72_37.24
102447,4,8.6_13.64
86847,4,8.52_12.24
79167,4,19.08_6.32
75087,4,15.12_33.24
142687,4,17.08_4.68
11520,4,16.08_4.32
8460,4,19.12_33.2
5256,4,17.8_4.48
56424,4,17.28_4.16
71952,4,17.04_36.92
1062,4,19.12_4.16
48384,4,19.08_35.64
330,4,12.0_37.96
5286,4,16.64_4.4
34104,4,17.84_6.92
1013,4,16.12_37.88
2901,4,8.8_14.04
68352,4,16.28_4.04
6321,4,16.92_34.68
93072,4,17.92_6.12
42504,4,17.12_38.28
15750,4,18.12_35.28
20256,4,15.36_30.68
5586,4,18.64_35.72
27476,4,17.72_35.76
10680,4,16.84_4.56
93792,4,13.88_32.4
2806,4,4.08_17.0
16350,4,15.68_30.76
139552,4,19.12_4.04
2181,4,16.68_36.28
9750,4,18.28_4.08
5646,4,18.36_4.76
53384,4,18.88_4.28
57504,4,16.12_36.08
7446,4,16.76_34.08
2061,4,17.04_4.52
3346,4,17.84_32.96
15450,4,18.92_36.76
86832,4,17.44_32.44
903,4,17.6_36.92
5946,4,17.24_32.8
149632,4,17.76_4.08
5961,4,17.68_4.28
26916,4,18.44_4.6
24876,4,15.24_31.52
32136,4,17.96_7.08
7011,4,13.6_33.76
6501,4,17.52_36.8
