item_id,store_code,a,b,y,pred,error,cost
100482,all,44.59,15.4,349.0,915.374141026,1.62284854162,25254.6229483
24335,all,43.23,11.93,1338.0,1892.83796081,0.414677100753,23985.6450457
12885,4,16.52,4.36,477.0,393.728774205,-0.17457280041,22642.5893418
12885,3,18.36,4.88,399.0,299.68669339,-0.248905530352,18948.8834867
127809,all,17.13,8.32,747.0,713.271708206,-0.0451516623744,18882.7092272
12885,5,20.64,5.48,340.0,249.667547376,-0.265683684187,18822.6319817
39806,all,39.66,74.22,1240.0,1679.93805611,0.354788754925,17447.9433052
21605,5,22.84,5.32,345.0,256.857275267,-0.255486158646,16373.2575671
76166,2,10.72,3.12,327.0,145.858736839,-0.553948817005,15511.3843362
158638,all,40.93,80.79,592.0,953.719183285,0.611012133927,14805.1661718
95573,4,17.08,4.08,326.0,248.771364233,-0.236897655727,14163.1998629
71934,all,42.87,11.82,776.0,1099.10467622,0.416372005439,13851.4974696
133720,all,46.62,11.58,260.0,531.476869567,1.04414180603,12656.2516592
55916,all,41.53,80.38,985.0,1235.05997816,0.253867998127,10384.9908928
63723,all,40.21,71.67,336.0,295.172107484,-0.121511584868,10171.7863583
11991,all,38.82,81.69,172.0,433.94468438,1.52293421151,10168.6926476
102261,5,21.04,36.44,61.0,531.801405457,7.71805582716,9905.66157082
2806,4,4.08,17.0,263.0,77.1156885804,-0.706784454067,9679.06287461
117489,all,42.6,11.51,353.0,576.282198026,0.632527473161,9511.8216359
43889,all,36.47,82.77,177.0,431.386348183,1.43721100668,9277.47011823
149294,5,21.76,5.64,240.0,74.0870266774,-0.691304055511,9255.27607859
21605,3,20.32,4.76,260.0,187.38923176,-0.279272185539,8364.90542146
88845,all,44.87,83.39,223.0,400.458085354,0.795776167505,7962.54428981
137191,3,18.8,37.16,272.0,218.981300102,-0.194921690802,7949.53419304
141292,all,39.22,77.64,220.0,69.6951443448,-0.683203889342,7739.78481917
26678,all,37.5,82.29,246.0,184.869833219,-0.24849661293,7648.90462188
17372,all,42.71,71.34,225.0,66.3368292528,-0.705169647765,7319.13547932
145958,all,47.85,15.98,236.0,85.476,-0.637813559322,7202.5734
70694,all,44.63,16.7,309.0,466.807086154,0.510702544187,7042.93025504
76820,all,37.92,82.31,192.0,377.489682473,0.966092096214,7033.76875938
12885,2,11.0,2.92,211.0,145.182274741,-0.311932347197,6815.41811916
150503,all,37.81,70.29,124.0,301.192769615,1.42897394851,6699.65861913
164234,all,43.53,91.08,199.0,106.933220432,-0.462647133507,6650.01194983
107942,all,40.34,78.34,308.0,271.793828246,-0.117552505695,6636.74644315
144874,all,42.21,10.27,128.0,283.799486777,1.21718349044,6576.29633684
149965,all,42.45,11.31,256.0,408.927115501,0.597371544924,6491.756053
127809,3,7.6,3.68,166.0,63.1353375039,-0.619666641543,6472.53004132
38714,all,42.64,11.02,217.0,368.39572815,0.697676166589,6455.51384831
61827,all,46.71,10.24,79.0,215.887964037,1.73275903844,6394.03680017
128148,all,41.0,15.42,222.0,375.55802391,0.691702810405,6295.87898031
115667,all,16.42,8.4,211.0,155.455478931,-0.263244175682,6285.87376145
85200,all,46.02,10.02,175.0,82.5287042011,-0.528407404565,6273.53597936
60437,all,36.02,80.37,262.0,433.232458937,0.653559003576,6167.7931709
49841,all,42.49,90.52,723.0,865.164658406,0.196631616053,6040.57633569
145951,5,7.6,4.28,173.0,71.5898562702,-0.586185801906,5872.5933225
74148,all,46.94,16.39,241.0,200.307393582,-0.168848989285,5810.37529687
105609,all,45.29,86.38,613.0,739.600093599,0.206525438171,5733.71823908
32084,all,23.16,35.76,206.0,54.319576871,-0.736312733636,5656.74035305
103761,4,17.48,4.68,497.0,819.857204107,0.649612080699,5643.5439278
78234,all,15.08,8.04,156.0,103.750762911,-0.334931006979,5497.21234516
95573,all,42.66,10.18,438.0,421.428753619,-0.0378338958462,5492.16508085
109701,all,43.44,80.41,193.0,132.016110379,-0.315978702701,5466.98432901
40127,all,36.14,80.06,342.0,492.863033794,0.441119981854,5452.19004131
103761,3,19.44,5.2,182.0,459.427502786,1.52432693838,5393.19065416
71580,4,18.16,7.08,184.0,112.162067741,-0.390423544885,5305.83791218
75974,all,41.77,11.74,140.0,266.888249176,0.906344636974,5300.12216809
3424,5,10.56,17.88,204.0,165.694448148,-0.187772312999,5290.29328419
137191,2,11.28,22.28,186.0,112.672563059,-0.394233531943,5282.40951446
48872,all,41.84,11.37,591.0,715.437191559,0.210553623619,5206.45209482
2806,1,3.12,13.08,207.0,48.8795706482,-0.763866808463,5124.91223274
29309,3,9.56,15.8,184.0,127.048215255,-0.309520569264,4830.35788668
40593,all,43.76,15.5,28.0,138.357027587,3.94132241383,4829.22352721
103761,5,21.84,5.84,108.0,328.799706441,2.0444417263,4822.26558867
130713,all,37.56,74.85,137.0,265.14081623,0.935334425035,4812.96905759
55977,all,42.54,10.61,181.0,137.37250796,-0.241035867622,4799.02412435
20273,all,17.86,9.26,420.0,403.694688724,-0.0388221697044,4793.7615151
53516,all,40.78,10.75,303.0,418.035723956,0.379655854639,4691.15682292
45378,all,44.25,91.06,168.0,103.757385448,-0.382396515192,4490.24630417
114243,4,19.0,4.16,338.0,572.334621182,0.693297695806,4452.35780247
146021,all,45.6,11.53,155.0,251.651055738,0.62355519831,4407.28814166
79146,all,36.13,81.43,220.0,341.830062586,0.553773011756,4401.72016124
99860,all,44.95,81.39,187.0,142.403946297,-0.238481570606,4285.94132962
153895,all,47.36,10.21,99.0,188.188561323,0.900894558816,4223.97026425
137228,all,44.63,17.19,334.0,318.641496377,-0.0459835437823,4220.14164472
116175,all,46.85,11.43,85.0,174.915660405,1.05783129888,4212.54868996
82149,all,45.24,16.68,319.0,409.901645422,0.28495813612,4112.39043891
82830,all,40.98,11.98,180.0,279.291680036,0.551620444647,4068.97304789
13884,all,41.51,88.9,92.0,186.192309604,1.02382945222,3909.92277167
155045,all,30.43,83.92,60.0,188.02535959,2.13375599317,3895.81169232
2806,2,2.72,11.32,144.0,69.4576311087,-0.517655339523,3876.20318235
149294,3,19.36,5.0,187.0,139.294822605,-0.255107900507,3839.10319498
89265,all,47.2,15.41,29.0,110.211188583,2.8003858132,3833.16810111
2980,all,33.07,84.72,126.0,240.716839633,0.910451108197,3793.68588666
69045,all,37.63,74.88,324.0,422.706075016,0.30464837968,3714.30960287
154270,all,43.92,10.68,392.0,475.884729426,0.213991656698,3684.21731638
60416,all,43.11,16.69,158.0,97.3481751388,-0.383872309248,3637.98018275
24335,3,19.2,5.32,234.0,211.255387118,-0.0971992003494,3564.6287694
166958,4,17.68,4.48,245.0,446.418301946,0.822115518145,3561.0755784
69003,all,36.2,76.96,197.0,295.151544489,0.498231190299,3553.0859105
30600,all,37.05,70.4,45.0,140.411180589,2.12024845754,3534.98424083
100482,4,17.84,6.16,97.0,294.795885748,2.03913284277,3528.67860175
21605,2,12.2,2.84,165.0,129.813295744,-0.213252753064,3512.61438872
85023,all,35.89,92.98,58.0,155.29827678,1.67755649621,3492.03515363
47240,2,10.96,3.16,142.0,95.5474671185,-0.32713051325,3435.73171235
156583,all,44.12,15.91,190.0,267.064433277,0.405602280405,3400.08279618
36389,all,43.13,11.68,90.0,167.837122071,0.864856911897,3357.11507491
153697,all,43.99,84.52,192.0,267.709935957,0.394322583111,3330.48008276
78263,all,45.3,82.94,74.0,147.299144294,0.990528976947,3320.45123652
100293,all,17.68,8.66,286.0,470.939584742,0.646641904692,3269.73185824
149996,all,47.92,11.49,78.0,146.03664562,0.872264687431,3260.31605809
75423,all,47.3,93.81,131.0,62.6023550907,-0.522119426789,3235.20860421
133720,4,18.64,4.64,110.0,281.465408323,1.5587764393,3196.11521113
114243,5,23.76,5.2,106.0,240.327634057,1.26724183073,3191.62458519
108519,all,45.55,15.49,92.0,161.316212098,0.753437088027,3157.35346109
75417,all,42.54,77.24,23.0,94.7252684215,3.11848993137,3051.19291865
33131,all,45.24,17.1,58.0,124.504006341,1.14662079899,3008.64124688
148093,all,41.02,10.97,120.0,191.638827721,0.59699023101,2938.62471312
124614,3,18.76,7.36,131.0,44.9975439112,-0.656507298388,2935.87150999
164356,all,41.24,95.36,52.0,122.185654761,1.34972413001,2894.45640233
114243,3,21.12,4.64,90.0,226.635807337,1.51817563707,2885.74825095
102261,4,16.84,29.16,35.0,205.920238658,4.88343539024,2878.29681901
141293,all,37.96,81.45,110.0,31.4495276759,-0.714095202946,2873.84566751
92286,all,46.82,17.31,83.0,143.960430204,0.734463014507,2854.16734215
109791,all,45.68,10.75,71.0,133.017324804,0.873483447946,2832.95139706
147118,all,23.51,33.69,152.0,32.2736000878,-0.787673683633,2814.76766194
128919,all,42.83,16.93,76.0,140.73205404,0.851737553162,2772.47387455
146734,all,15.53,8.85,140.0,105.445562552,-0.246817410343,2764.70957743
119352,all,40.86,92.77,145.0,211.442313094,0.458222848921,2714.832913
166958,1,13.6,3.44,222.0,420.786807549,0.895436070042,2703.50058267
107942,5,20.16,39.16,118.0,57.1095640964,-0.516020643251,2684.15339217
73362,all,44.94,10.34,256.0,315.472538535,0.232314603652,2672.69588175
74547,all,41.55,16.88,120.0,74.1195832491,-0.382336806257,2661.06417155
53735,all,15.67,8.63,490.0,656.714259016,0.340233181664,2612.41243877
26765,all,41.0,11.8,88.0,151.689116902,0.723739964795,2611.25379298
9543,all,43.83,15.01,99.0,40.150805202,-0.594436311091,2579.360208
148388,all,42.09,10.99,138.0,199.176101237,0.443305081431,2574.90210108
29678,all,40.38,73.95,58.0,121.519765633,1.09516837298,2564.92813626
163228,all,47.67,95.51,490.0,543.475845918,0.109134379424,2549.1935749
91041,all,37.05,81.16,51.0,119.036476581,1.33404856042,2520.75145734
111417,4,6.28,3.68,364.0,355.262628267,-0.0240037684967,2504.18225413
128148,2,10.92,4.12,121.0,71.6320558399,-0.407999538513,2462.74241042
2214,all,44.7,16.91,38.0,93.0661965814,1.44911043635,2461.45898719
120246,all,36.79,71.89,89.0,155.453030028,0.746663258746,2444.80697475
142687,all,42.71,11.67,65.0,122.213047575,0.880200731931,2443.56926195
162430,all,31.15,90.86,101.0,178.8321103,0.770614953466,2424.47023585
103761,1,13.44,3.6,169.0,348.702864022,1.06333055634,2415.20649245
57261,all,46.5,11.88,19.0,80.64,3.24421052632,2405.63837378
166958,5,22.12,5.6,70.0,177.823740044,1.54033914348,2385.06112976
140675,all,41.63,17.08,147.0,204.285758717,0.389699038888,2384.80613537
126285,all,44.12,10.55,136.0,103.49595425,-0.2390003364,2340.29129403
124067,all,46.63,11.58,57.0,106.735931883,0.872560208475,2319.18650371
11991,3,17.24,36.32,62.0,195.025117956,2.14556641865,2293.35303357
164596,all,46.69,11.46,92.0,16.2036045808,-0.823873863252,2273.89186258
43889,3,16.2,36.8,106.0,246.276655179,1.3233646715,2272.48181389
19417,all,40.96,10.6,137.0,192.383542222,0.404259432275,2268.5098894
94239,all,37.74,82.63,151.0,210.840161845,0.396292462549,2258.36770803
89319,all,42.14,76.88,55.0,108.016171088,0.963930383425,2234.10144966
145309,all,31.1,88.32,101.0,172.564267503,0.708557103992,2225.64871935
100482,3,19.8,6.84,71.0,183.263106161,1.5811705093,2222.80950198
105711,all,45.94,11.69,152.0,200.168667483,0.316899128178,2212.86858417
96500,all,41.53,77.18,114.0,55.3623137474,-0.514365668883,2210.04536693
113808,all,45.24,11.71,143.0,191.254044533,0.33744087086,2183.01297467
102261,3,18.72,32.4,42.0,158.443543596,2.77246532371,2179.82313612
145558,all,22.78,33.76,375.0,470.40765337,0.254420408988,2173.38634378
55916,5,20.76,40.2,219.0,323.205682115,0.475825032491,2163.30996072
13299,all,43.17,91.83,71.0,121.031577072,0.70467009961,2159.86318221
15807,all,47.48,11.42,157.0,22.5308411068,-0.856491457919,2151.50654229
158638,3,18.2,35.92,144.0,262.035235942,0.819689138489,2148.24129415
71934,5,21.44,5.92,65.0,163.878496408,1.52120763704,2119.95496298
157253,all,44.11,17.55,140.0,111.502451973,-0.203553914475,2109.05358394
151268,all,47.28,11.34,102.0,57.5839562221,-0.435451409587,2099.99054982
124614,1,13.0,5.08,153.0,38.1128710218,-0.750896267832,2079.19271147
74418,all,42.2,77.38,16.0,64.9758836891,3.06099273057,2066.78229168
155737,all,34.6,89.39,189.0,248.247932654,0.313481125153,2049.97846982
145289,all,20.46,35.35,113.0,213.074474343,0.885614817194,2047.52374506
47240,4,16.4,4.72,272.0,258.72128399,-0.0488188088615,2038.10055217
89028,all,41.55,10.36,113.0,71.7006126212,-0.365481304237,2004.25357932
26711,all,47.07,11.41,119.0,161.508309763,0.357212687082,2000.86614053
155200,all,45.74,11.12,101.0,143.866210733,0.42441792805,1960.70047893
136718,all,42.35,10.76,65.0,111.033489251,0.708207526937,1949.51826978
48872,3,18.6,5.04,369.0,473.668915114,0.283655596515,1946.84182112
93519,all,42.84,71.02,16.0,65.7624,3.11015,1935.880985
85095,all,47.35,83.66,117.0,81.6889500488,-0.301803845737,1910.66403752
110763,all,37.26,78.36,210.0,261.157174832,0.243605594436,1906.11633423
166861,all,41.67,16.33,108.0,153.734549564,0.423468051516,1905.75868032
55916,4,16.6,32.16,340.0,454.731883616,0.337446716518,1904.54926803
53384,all,47.23,10.7,79.0,118.712203706,0.502686122867,1875.60738106
100482,5,22.28,7.72,58.0,139.568063406,1.40634592079,1817.33645268
121895,all,30.05,80.48,64.0,123.949662866,0.936713482287,1801.48736913
74148,4,18.76,6.56,95.0,45.9014768473,-0.516826559502,1789.18626439
152269,all,47.99,10.01,60.0,97.2413405079,0.620689008464,1787.21193097
149294,1,13.4,3.48,90.0,42.3078141809,-0.529913175768,1783.4176545
113367,all,46.08,11.42,105.0,143.504241933,0.366707066031,1774.27546828
34830,all,42.91,16.82,17.0,65.5576,2.85632941176,1761.71822495
141292,3,17.44,34.52,108.0,31.432691104,-0.708956563852,1752.75468862
77289,all,40.82,10.02,109.0,151.505394177,0.389957744746,1735.07019032
126588,all,40.79,11.94,66.0,108.457441622,0.643294570037,1731.83904378
60437,3,16.0,35.72,77.0,184.563707817,1.39693127035,1721.01932507
162377,all,41.28,10.38,79.0,120.414389518,0.524232778706,1709.58599929
124614,2,11.24,4.4,102.0,47.9252058829,-0.530145040364,1708.08609459
131558,4,18.16,32.32,147.0,127.62286842,-0.13181722163,1691.28574086
124614,4,16.88,6.6,106.0,38.0491893304,-0.641045383675,1685.90804902
114243,1,14.6,3.2,76.0,191.253993882,1.51649991949,1682.70831067
158080,all,42.22,89.6,143.0,182.822716191,0.278480532805,1681.31507759
28055,all,43.78,16.4,104.0,80.7964784451,-0.223110784182,1670.65355195
33020,all,44.0,90.18,95.0,132.821702579,0.398123185042,1664.15491347
84708,all,44.55,81.02,31.0,67.8328700586,1.18815709866,1640.90436111
129684,all,44.81,86.05,120.0,94.0769814509,-0.216025154576,1633.0926319
131558,all,45.36,80.77,288.0,279.252607384,-0.0303728910281,1632.11300304
59070,all,47.91,83.54,22.0,65.8332177634,1.99241898925,1576.71940682
151247,all,44.79,91.34,94.0,128.993411665,0.372270336858,1567.35490846
133747,all,45.62,10.55,29.0,69.0098415758,1.37964970951,1559.83724645
20273,5,8.92,4.64,108.0,86.5369356356,-0.198732077448,1516.65585917
57956,all,42.34,72.75,50.0,85.6861821453,0.713723642906,1510.95295203
123303,all,43.02,10.59,20.0,65.4072,2.27036,1490.17109418
25233,all,47.31,11.69,25.0,70.3701131014,1.81480452406,1481.75591447
101382,all,22.25,33.34,93.0,39.6770241079,-0.573365332173,1449.79776806
117489,4,17.04,4.6,106.0,190.15793096,0.79394274491,1434.05114357
39806,2,10.56,19.8,240.0,375.173562248,0.563223176034,1427.43281734
97187,all,41.66,93.02,47.0,81.0495444275,0.724458392074,1418.50402085
5961,all,44.24,10.73,25.0,68.5664,1.742656,1392.27515095
40652,all,35.8,93.34,119.0,98.4760622587,-0.172470065053,1391.04100223
30541,all,44.34,11.01,37.0,69.0024,0.86492972973,1383.09242489
71934,3,19.04,5.24,237.0,309.391197869,0.305448092274,1378.32840742
53516,4,16.32,4.32,94.0,78.0625448963,-0.169547394721,1372.70074118
92253,all,40.25,11.06,26.0,62.84,1.41692307692,1370.18657116
38229,all,44.41,94.37,13.0,52.5878678585,3.0452206045,1364.55832015
55916,3,18.44,35.72,183.0,256.797097886,0.403262829979,1360.81848502
144874,2,11.24,2.72,122.0,241.426655447,0.978907011858,1342.35560722
71580,2,12.12,4.72,82.0,41.3456022433,-0.495785338496,1337.58402771
154270,3,19.52,4.76,38.0,106.402142793,1.80005638929,1335.20982732
124817,all,41.35,12.0,71.0,103.181913411,0.453266386065,1330.72211953
94095,all,40.76,10.15,109.0,141.424919822,0.297476328638,1321.63973193
49841,5,21.24,45.28,71.0,133.08566681,0.874446011406,1318.69956304
76166,5,20.08,5.84,285.0,277.971714909,-0.0246606494428,1318.16968986
39221,3,9.6,13.6,98.0,69.2118941233,-0.293756182415,1317.99390843
126168,all,41.53,15.5,86.0,117.696998259,0.368569747201,1316.37633771
88785,all,42.83,15.75,85.0,44.6510050306,-0.474694058464,1309.58442531
150503,3,16.8,31.24,48.0,125.906378312,1.62304954818,1308.82715565
127910,all,42.09,11.87,126.0,157.082378525,0.246685543847,1308.25731211
166919,all,22.84,30.94,91.0,147.97015366,0.626045644612,1301.19830959
148624,all,42.51,11.59,76.0,106.509428209,0.401439844861,1296.95579318
24335,2,11.52,3.2,111.0,222.632675085,1.00569977554,1286.00841698
93114,all,46.5,11.5,44.0,71.3489391723,0.62156679937,1271.72567151
61827,5,23.36,5.12,45.0,99.1112491225,1.20247220272,1264.0387795
7011,all,34.03,84.36,94.0,69.1654721376,-0.264197104919,1257.53050482
79175,all,15.41,8.33,86.0,48.00768691,-0.441771082442,1257.31333275
47240,3,18.24,5.24,95.0,69.5481532176,-0.267914176657,1255.22652961
133720,5,23.32,5.8,40.0,93.7481369405,1.34370342351,1253.40655345
2806,3,4.52,18.88,87.0,48.6447837332,-0.440864554791,1244.98729937
124614,5,21.12,8.28,88.0,29.2103399224,-0.668064319064,1241.63762084
158227,all,40.63,10.13,161.0,149.088574033,-0.073984012217,1238.78830056
48429,all,36.41,83.81,4.0,45.2237692814,10.3059423204,1237.44680278
100044,all,40.68,82.17,22.0,59.5605579928,1.70729809058,1227.09527955
73362,4,17.96,4.12,91.0,157.974703904,0.735985757188,1202.86568212
39806,5,19.84,37.12,485.0,545.572945464,0.124892671059,1201.767238
71580,5,22.68,8.84,90.0,61.8150476054,-0.313166137717,1199.35786687
102651,all,42.79,11.98,23.0,69.5944,2.02584347826,1196.77878867
40127,3,16.08,35.6,76.0,149.929998428,0.972763137215,1188.79437473
74988,all,37.65,75.36,73.0,104.293745214,0.428681441291,1178.20950732
36552,all,41.11,11.07,17.0,54.7020749353,2.21776911384,1177.81379972
3424,1,6.48,11.0,144.0,132.308674821,-0.0811897581881,1171.449875
128148,4,16.4,6.16,7.0,78.180533798,10.1686476854,1167.36075429
40622,all,40.92,10.98,126.0,154.50960868,0.226266735558,1166.6131872
40593,3,19.44,6.88,17.0,76.9646984135,3.5273352008,1165.71373716
149632,all,44.38,10.17,52.0,78.2652075675,0.505100145529,1165.64991185
20273,3,7.92,4.12,110.0,94.3523688174,-0.142251192569,1157.92470751
78293,all,20.14,31.48,73.0,130.370792251,0.785901263716,1155.44775594
6321,all,42.34,86.71,15.0,51.0986427694,2.40657618463,1150.73954076
108614,all,42.72,93.35,118.0,144.640650344,0.225768223255,1138.0885827
42254,all,44.78,94.88,112.0,137.234948933,0.225312044042,1130.02101321
39806,3,17.64,33.0,167.0,230.960969223,0.382999815705,1128.27149709
103761,2,11.64,3.12,100.0,196.919042285,0.969190422853,1128.1376522
3363,all,46.91,10.68,16.0,58.9341632835,2.68338520522,1126.94949102
117489,1,13.12,3.56,61.0,146.661390071,1.40428508313,1123.87743773
115667,5,8.2,4.2,68.0,42.6478724469,-0.372825405192,1105.07874124
80559,all,47.83,86.57,9.0,50.0035870526,4.55595411695,1104.4061228
116175,4,18.72,4.56,58.0,116.868262003,1.01497003454,1102.0138647
145951,2,4.04,2.28,75.0,23.8434146675,-0.682087804433,1098.382395
111417,5,7.84,4.64,134.0,123.19369469,-0.0806440694788,1098.04715697
149965,5,21.24,5.64,39.0,90.6797283718,1.3251212403,1097.67743062
99933,all,33.4,89.86,77.0,34.6378297043,-0.550158055788,1097.06885289
133720,3,20.72,5.16,35.0,87.6258394082,1.50359541166,1090.40739254
65166,all,22.77,35.3,69.0,116.763996746,0.692231836892,1087.5862059
68649,all,44.31,11.9,20.0,56.1100502275,1.80550251138,1084.71428174
98949,4,17.68,34.04,78.0,38.1837293587,-0.510465008222,1056.41142198
102261,1,12.96,22.44,35.0,116.50337479,2.32866785115,1056.28373728
40137,all,42.83,11.94,41.0,71.1488,0.735336585366,1056.15036773
49841,3,18.88,40.24,283.0,338.426292098,0.195852622254,1046.44839481
75354,all,41.75,10.64,39.0,70.88,0.817435897436,1041.72247924
47127,all,46.82,93.9,8.0,51.7650140267,5.47062675334,1040.32366224
26745,all,41.73,17.8,48.0,72.9285083326,0.519343923595,1040.26665272
46826,all,45.38,11.95,61.0,83.778304597,0.373414829458,1033.67946261
128148,1,12.6,4.76,24.0,105.570435744,3.39876815602,1027.78749038
65702,all,39.2,80.36,38.0,64.1476328005,0.688095600013,1024.98720578
154270,2,11.72,2.84,73.0,46.4000351704,-0.364383079858,1021.22144104
100482,2,11.88,4.12,33.0,118.941765851,2.60429593489,1020.98817832
137158,all,46.51,11.38,48.0,75.2536,0.567783333333,1013.55520427
58293,all,40.44,79.95,28.0,58.2305964322,1.07966415829,1005.98248089
2806,5,5.08,21.24,80.0,28.1376894136,-0.648278882331,1004.36281507
84702,all,35.25,92.68,14.0,48.5175574073,2.46553981481,1001.76107383
147091,all,46.12,89.7,60.0,81.5695752946,0.359492921577,994.788812589
11991,4,15.52,32.68,46.0,109.79448526,1.38683663608,990.09041123
51273,all,37.51,78.2,27.0,55.5136,1.05605925926,980.736664432
77289,4,16.32,4.0,84.0,67.9738651981,-0.19078731907,977.56050054
153145,all,23.24,35.25,58.0,99.5319048971,0.716067325811,965.201469808
26678,5,18.76,41.16,73.0,32.2357606373,-0.558414237845,958.197311715
37236,all,43.77,92.32,38.0,61.0808928022,0.607391915848,956.475340398
150503,4,15.12,28.12,32.0,94.9398215824,1.96686942445,951.650102325
55547,all,39.41,81.37,73.0,49.2760950469,-0.324984999358,934.959094203
45378,3,19.68,40.48,76.0,28.5648,-0.624147368421,933.524736
55916,2,11.08,21.44,94.0,178.191908475,0.895658600793,932.846345898
91053,all,43.26,17.6,18.0,54.071859029,2.00399216828,927.475426533
141989,all,46.32,15.38,64.0,44.0459401076,-0.311782185819,924.272054216
1566,all,45.17,84.42,58.0,78.2299718081,0.348792617381,913.787826571
24777,all,42.79,10.28,36.0,67.5021022449,0.87505839569,907.277398428
139306,all,42.11,95.09,130.0,118.685536908,-0.0870343314778,906.567557066
127809,4,6.84,3.32,334.0,330.84943629,-0.00943282548,900.678746101
11244,all,41.3,11.91,17.0,68.468,3.02752941176,897.463897312
157253,3,19.6,7.8,75.0,36.6566244076,-0.511245007899,889.696692712
63591,all,44.62,84.06,7.0,60.9832,7.71188571429,884.929658217
96102,all,36.03,76.59,75.0,99.5362825766,0.327150434354,884.042261233
47240,1,12.64,3.64,109.0,97.6545580706,-0.104086623206,882.508531266
95234,all,44.6,82.28,66.0,85.7805362239,0.299705094302,882.211915587
28812,all,41.12,10.89,35.0,58.9587238448,0.684534966996,871.941802363
39806,1,12.2,22.84,156.0,227.442078815,0.457962043683,871.593361538
108002,all,46.87,15.25,35.0,60.707796986,0.734508485313,869.168516289
102261,2,11.24,19.44,39.0,116.229432927,1.98024186993,868.058826102
77957,all,45.54,10.77,54.0,74.2344,0.374711111111,864.772518526
49439,3,17.84,40.12,93.0,77.5637565786,-0.165981112058,864.4296316
69003,4,14.48,30.8,36.0,94.5467562449,1.62629878458,847.757030426
103653,all,39.68,78.35,51.0,72.3327272663,0.418288769927,846.482617927
17372,3,19.0,31.72,84.0,14.5337840101,-0.826978761784,843.773222032
82830,5,20.48,6.0,71.0,112.048507795,0.578147997109,840.673439637
156583,3,19.6,7.08,38.0,80.8535145605,1.12772406738,839.928885385
56643,all,40.72,11.29,77.0,97.5879551012,0.267376040276,838.341531722
63747,all,45.52,11.96,36.0,64.6072,0.794644444444,817.215470336
113808,4,18.08,4.68,59.0,104.090576091,0.764247052381,815.237615716
158638,4,16.36,32.32,131.0,180.723309526,0.379567248291,813.473343847
2980,4,13.24,33.88,54.0,115.027252753,1.13013431024,808.000826452
76820,4,15.16,32.92,34.0,87.1140702794,1.56217853763,805.209305435
149965,1,13.08,3.48,63.0,124.457818066,0.975520921677,803.868260299
24335,4,17.28,4.76,638.0,684.211173684,0.0724313067144,798.529081255
137228,3,19.84,7.64,78.0,59.0937663633,-0.242387610726,794.06181274
158638,2,10.92,21.56,66.0,138.663713739,1.10096535969,793.487754034
88845,4,17.96,33.36,50.0,93.9048093373,0.878096186746,788.530375698
46751,all,16.39,9.06,83.0,64.7789505602,-0.219530716142,787.510414835
108519,3,20.24,6.88,16.0,54.816620165,2.42603876031,785.64839214
100482,1,13.72,4.72,90.0,147.00332359,0.633370262114,782.085599659
74664,all,46.72,82.83,26.0,51.9164221612,0.99678546774,778.076395007
34257,all,45.12,11.3,23.0,62.507076598,1.71769898252,777.824381767
8532,all,38.2,72.68,18.0,48.609523414,1.70052907855,771.424945137
86754,all,41.86,92.53,30.0,55.584038088,0.852801269599,761.853508758
55916,1,12.76,24.72,149.0,208.577926401,0.39985185504,760.214340876
24335,1,13.32,3.68,133.0,190.008441512,0.428634898588,759.352440942
