item_id,store_code,pred
74148,4,45.9014768473
152269,all,97.2413405079
149294,1,42.3078141809
113367,all,143.504241933
34830,all,65.5576
141292,3,31.432691104
77289,all,151.505394177
126588,all,108.457441622
60437,3,184.563707817
162377,all,120.414389518
124614,2,47.9252058829
131558,4,127.62286842
124614,4,38.0491893304
114243,1,191.253993882
158080,all,182.822716191
28055,all,80.7964784451
33020,all,132.821702579
84708,all,67.8328700586
129684,all,94.0769814509
131558,all,279.252607384
59070,all,65.8332177634
151247,all,128.993411665
133747,all,69.0098415758
20273,5,86.5369356356
57956,all,85.6861821453
123303,all,65.4072
25233,all,70.3701131014
101382,all,39.6770241079
117489,4,190.15793096
39806,2,375.173562248
97187,all,81.0495444275
5961,all,68.5664
40652,all,98.4760622587
30541,all,69.0024
71934,3,309.391197869
53516,4,78.0625448963
92253,all,62.84
38229,all,52.5878678585
55916,3,256.797097886
144874,2,241.426655447
71580,2,41.3456022433
154270,3,106.402142793
124817,all,103.181913411
94095,all,141.424919822
49841,5,133.08566681
76166,5,277.971714909
39221,3,69.2118941233
126168,all,117.696998259
88785,all,44.6510050306
150503,3,125.906378312
127910,all,157.082378525
166919,all,147.97015366
148624,all,106.509428209
24335,2,222.632675085
93114,all,71.3489391723
61827,5,99.1112491225
7011,all,69.1654721376
79175,all,48.00768691
47240,3,69.5481532176
133720,5,93.7481369405
2806,3,48.6447837332
124614,5,29.2103399224
158227,all,149.088574033
48429,all,45.2237692814
100044,all,59.5605579928
73362,4,157.974703904
39806,5,545.572945464
71580,5,61.8150476054
102651,all,69.5944
40127,3,149.929998428
74988,all,104.293745214
36552,all,54.7020749353
3424,1,132.308674821
128148,4,78.180533798
40622,all,154.50960868
40593,3,76.9646984135
149632,all,78.2652075675
20273,3,94.3523688174
78293,all,130.370792251
6321,all,51.0986427694
108614,all,144.640650344
42254,all,137.234948933
39806,3,230.960969223
103761,2,196.919042285
3363,all,58.9341632835
117489,1,146.661390071
115667,5,42.6478724469
80559,all,50.0035870526
116175,4,116.868262003
145951,2,23.8434146675
111417,5,123.19369469
149965,5,90.6797283718
99933,all,34.6378297043
133720,3,87.6258394082
65166,all,116.763996746
68649,all,56.1100502275
98949,4,38.1837293587
102261,1,116.50337479
40137,all,71.1488
49841,3,338.426292098
75354,all,70.88
47127,all,51.7650140267
26745,all,72.9285083326
46826,all,83.778304597
128148,1,105.570435744
65702,all,64.1476328005
154270,2,46.4000351704
100482,2,118.941765851
137158,all,75.2536
58293,all,58.2305964322
2806,5,28.1376894136
84702,all,48.5175574073
147091,all,81.5695752946
11991,4,109.79448526
51273,all,55.5136
77289,4,67.9738651981
153145,all,99.5319048971
26678,5,32.2357606373
37236,all,61.0808928022
150503,4,94.9398215824
55547,all,49.2760950469
45378,3,28.5648
55916,2,178.191908475
91053,all,54.071859029
141989,all,44.0459401076
1566,all,78.2299718081
24777,all,67.5021022449
139306,all,118.685536908
127809,4,330.84943629
11244,all,68.468
157253,3,36.6566244076
63591,all,60.9832
96102,all,99.5362825766
47240,1,97.6545580706
95234,all,85.7805362239
28812,all,58.9587238448
39806,1,227.442078815
108002,all,60.707796986
102261,2,116.229432927
77957,all,74.2344
49439,3,77.5637565786
69003,4,94.5467562449
103653,all,72.3327272663
17372,3,14.5337840101
82830,5,112.048507795
156583,3,80.8535145605
56643,all,97.5879551012
63747,all,64.6072
113808,4,104.090576091
158638,4,180.723309526
2980,4,115.027252753
76820,4,87.1140702794
149965,1,124.457818066
24335,4,684.211173684
137228,3,59.0937663633
158638,2,138.663713739
88845,4,93.9048093373
46751,all,64.7789505602
108519,3,54.816620165
100482,1,147.00332359
74664,all,51.9164221612
34257,all,62.507076598
8532,all,48.609523414
86754,all,55.584038088
55916,1,208.577926401
24335,1,190.008441512
78579,all,75.9825966701
47031,all,46.4205900484
88845,5,97.5278576502
43889,1,119.573502612
94419,all,61.7160700429
70694,1,91.3753154947
11511,all,42.9373764914
114483,all,111.832330292
69045,5,95.6044042024
56472,all,48.6249409842
4969,all,72.4729971091
105609,4,333.727694518
109701,3,37.3914002221
78234,2,9.7098977238
130713,3,101.805863561
20273,1,32.2642119743
167182,all,105.078506108
30828,all,58.6106330078
68390,all,44.3203539262
109701,4,27.311127088
154270,1,115.342406651
34752,all,59.8401140461
166861,4,66.0233225647
29772,all,48.9989006177
33110,all,81.1479398764
83412,all,55.40643807
134443,all,70.4898836318
44088,all,52.262951914
52710,all,47.4439664659
137884,all,150.887989039
140698,all,149.41050868
38714,3,90.6399951946
89211,all,54.8160001076
111417,all,764.046860755
145958,3,21.0775836222
164234,5,18.9332064172
29309,1,46.6634996263
40127,2,135.89647955
146021,4,60.1809496791
38714,5,53.0270147627
153895,4,56.6354607178
76185,all,101.385364531
100293,4,180.860384617
123491,all,93.8150992834
13884,4,88.0802820328
133720,1,86.9457117882
131558,3,56.4276045533
38714,4,125.800148288
71580,1,59.8629610626
33558,all,62.1154563394
10044,all,85.9302563514
155734,all,129.828316302
82116,all,65.0743186325
145958,5,24.9794673415
105609,2,112.33246338
53516,1,107.212085294
140698,3,40.2754922293
19417,3,48.6330105541
1013,all,44.3630077859
33131,3,40.1065442958
86832,3,75.6129297341
149965,2,122.368569504
115667,4,24.3160419504
71934,4,250.957510498
145558,3,325.618563422
85023,5,42.6702529815
75974,1,67.3737256504
94095,3,41.9634674319
69003,5,50.4355293625
117489,3,58.4388887139
91680,all,76.2159801345
63621,all,41.0591370561
58269,all,39.3583284268
93807,all,47.8888766281
59307,all,39.5855141386
32084,2,18.9794569697
76820,2,104.452533608
168008,all,121.157038018
69045,3,86.5220312343
61827,4,44.7901344108
38714,1,78.2536626584
67371,all,45.0548339961
89319,3,80.4406444061
163228,4,126.833312915
91680,4,50.4689813196
71934,1,194.636668613
85781,all,206.959406982
50742,all,40.998516193
44325,all,44.8701258356
70694,2,116.598007052
65547,all,133.572168451
65547,3,60.8536109784
82830,4,63.7798449893
11991,5,55.629112661
34275,all,64.7512
91071,all,65.7543399849
33131,4,41.2911821537
16859,all,177.051875001
79146,5,164.905248042
34113,all,33.2138474764
89265,4,31.5484873476
11991,1,56.345940997
73362,3,42.5211211076
131336,all,34.1111380747
34629,all,53.4013383749
149965,4,99.9314634354
139552,4,50.1774631968
158638,1,157.885665678
120237,all,67.9102452094
46842,all,43.5517170153
39165,all,46.3848
145951,3,53.2540770381
164356,4,37.9171364208
121895,3,51.9028578106
91041,4,69.235931931
18527,all,64.1116632554
32469,all,43.4043405354
112694,all,78.1108586466
104481,all,62.166772924
76820,5,87.7223126784
63723,4,97.2979953602
155045,3,73.9337021868
58884,all,36.0368007274
74148,5,29.4544821785
20256,all,46.1273534908
63723,5,78.9242417209
73245,all,58.2768
73452,all,53.0998807681
163228,1,86.3364851251
24335,5,243.905131187
61034,all,64.7808
48260,all,59.464
76820,3,47.8602039444
26765,4,66.5279950255
79146,4,60.3935406098
153895,5,48.7048
75417,5,30.8643121623
55977,1,32.1236345709
99948,all,51.236378601
43889,5,30.4351146292
106419,all,77.0774286554
17720,all,86.6975682718
140698,1,68.4878311687
46751,4,20.3743393703
30600,5,38.6426524464
53735,4,237.611390696
146734,5,18.6169401977
146021,1,75.0017706917
16859,5,73.0887460504
108519,5,36.0536
147118,5,6.06800567547
145958,1,23.7747440509
126330,all,58.835272867
109791,1,42.3344029541
156583,4,67.8544986608
142687,3,72.9958111905
58356,all,58.6802627749
82149,3,98.8307437156
128919,5,36.904
148388,5,37.5559565246
20121,all,50.0244067765
119100,all,61.8848
3346,all,24.4219328607
154270,4,59.9679721923
137228,1,67.5211159689
158395,all,11.1221433607
88845,3,68.3818562641
70848,all,101.435917204
140237,all,55.6304750403
121431,all,58.3544
85781,3,37.6793298964
88883,all,63.9736
53516,5,69.745084704
49841,4,175.837060518
29309,5,53.1234849636
48872,1,72.952613179
10113,all,13.4605108524
90147,all,49.4760400774
79068,all,51.8812720214
149996,5,39.9483530536
13884,3,38.6380000011
63723,2,58.0609206937
148093,4,90.4517137809
2997,all,64.7248
105609,3,103.683364085
29309,4,86.9049752935
147952,4,43.6970483854
70848,5,33.9362562124
155200,4,62.3206928316
127809,2,54.3313988244
2214,3,31.0845769402
37397,all,40.6184276079
89265,3,33.3056
156583,1,61.5676257177
9636,all,14.1044662167
17372,4,22.6654530585
78263,4,35.9941017377
95573,5,68.6528617679
83655,all,38.4237483696
148388,4,65.6140733947
85023,4,53.6667656946
151247,5,32.383148129
128148,5,53.2582723838
75087,all,78.4192825584
114243,2,147.999837911
58410,all,64.736
131558,5,43.2675754269
148093,5,33.9955502315
145309,3,66.0541462762
85200,3,30.4984
166958,2,103.790193223
85200,1,17.4644318835
134246,all,94.9284667757
126168,5,31.8336
85014,all,61.7456
155045,4,40.329893852
155087,all,62.2344
97187,3,28.5292042099
47240,5,212.521073161
113808,5,44.7755178545
73377,all,39.0546674622
164234,3,22.39239243
41067,all,71.3112
108519,4,52.3156910202
49439,all,157.612630186
103332,all,64.4024
69819,all,55.9463815399
136718,4,28.1656
123303,3,37.9556457274
95844,all,27.8042250365
26678,1,28.8057341916
36389,5,31.8989946553
149996,3,33.4408
95573,1,48.2982476864
127809,5,97.1219097241
88845,1,54.7876522026
549,all,29.8192600953
156583,5,47.0867564653
153895,3,39.1144
102447,all,29.2854732646
153697,1,51.8026668216
88845,2,62.1643807587
13299,3,47.1250367254
63501,all,31.7019902882
82149,4,92.9943369807
156583,2,36.0094292286
155737,3,72.052367574
137884,5,32.4113276473
49841,1,159.868942072
26745,4,26.2671709902
78263,5,35.9204806714
151268,3,23.9664984998
27476,all,50.8725360818
40593,4,25.3129519906
49841,2,113.515981043
82149,5,52.7709934862
54711,all,33.4348973545
70694,4,73.64561295
88323,all,19.1500262155
153697,5,36.1010791533
36389,4,59.2563264987
28812,3,30.8025927437
55977,5,17.951024513
93438,all,166.709469816
64107,all,37.37565994
74148,1,55.1308169877
65702,5,33.2924816797
120237,5,28.8454877482
78263,3,32.8468519875
129684,3,32.1266014309
85781,1,22.1373529037
40479,all,49.3301445754
93542,all,50.9948112769
152491,all,23.3071463021
60437,1,64.2564229865
120246,4,53.2664742533
139552,all,140.04684721
75834,all,29.0296256237
40536,all,26.1387781602
8274,all,37.7667177186
140675,1,63.1994331578
9543,3,13.1133404574
75423,4,10.4809844371
2980,1,50.4179475313
72836,all,84.4356283242
164234,4,23.7834441603
107942,1,30.0551313282
155737,4,97.9132415696
57261,4,30.9666227743
115667,3,33.3461041144
145958,2,18.4353557915
119352,4,53.3352870488
26977,all,98.6036926253
29678,4,23.487512371
39221,4,42.2613790223
133747,3,30.8831327281
140675,3,62.0222067023
61827,2,28.7899890116
27957,all,27.5257302603
141292,4,8.87968285101
153895,1,37.0850864949
94095,5,27.0027899966
60437,5,35.1408594098
153697,3,116.801261618
124067,4,44.4756843172
58452,all,8.20391806198
158080,3,84.296345327
126285,5,35.7421583947
19417,5,69.9325883512
43889,4,24.5972699827
21605,1,155.804285
16859,4,29.74
60416,4,24.6277638768
40137,5,32.0818219938
75974,4,57.7342844906
149965,3,34.0768
145958,4,22.4058133582
40722,all,65.2072478338
33476,all,52.2690501383
78570,all,30.3030472204
34068,all,29.291292842
117489,2,120.360261901
32084,4,10.2103307902
30541,4,32.5503080199
40622,3,32.1328183959
12879,all,30.2951166237
113367,4,32.7619459617
93072,all,26.4496683448
28572,all,28.7605439036
60615,all,37.2348010705
107942,3,40.6608875982
17372,1,13.2129832394
164596,4,5.55060626478
34797,all,41.7661787877
109791,4,43.4165777467
137191,4,115.56699279
47171,3,25.5626528371
160930,all,57.8322141542
72836,4,15.5056473293
89028,3,6.89095805414
40866,all,24.0123975852
75417,3,24.778116631
94239,5,33.360955017
48872,4,101.520266621
55977,4,39.7965005777
85023,3,23.228656726
29678,3,26.3956126128
63591,5,30.3552
142687,1,26.6363479495
17449,all,179.826746126
94995,3,32.410214573
158227,4,30.5184155019
141293,3,10.1171567952
28128,all,27.1431974812
50526,all,27.4050891055
80559,4,25.8328457975
113808,1,10.0032120162
37404,all,41.5902215377
56880,all,36.0972990304
64644,all,7.42623526884
85200,4,25.5008686814
14754,all,66.6154000898
40467,all,52.1987846048
81663,all,28.4171730115
29678,5,37.2172255877
32084,1,12.1346856096
151247,4,33.7641891723
75354,5,33.566491872
81630,all,23.7798380304
99860,4,26.7181805118
32084,3,13.0663728236
76185,4,29.3922273912
70694,3,94.3246439016
26765,3,42.3896114162
145289,4,64.7313649471
122052,3,22.4243695616
30600,3,24.2128
79176,all,47.5810948493
120246,3,41.7009672292
141293,5,4.415478098
68352,all,13.0424520347
74988,5,28.0224
147091,3,31.1528
93792,all,52.8864149728
103299,all,22.7548858136
155200,5,31.6721117223
154270,5,158.67735367
85095,4,14.9869728394
53735,5,150.803957424
76820,1,46.9090454444
168008,5,31.2410862776
55532,all,27.4595103964
52710,2,13.9016
10902,all,29.1689793365
164234,1,12.693473128
145558,4,44.2216680861
107613,all,11.0176378237
147952,3,31.7344
17313,all,14.5849641949
140675,5,36.9450989134
3045,all,9.37757369866
102453,all,31.125410398
42425,all,29.2824000001
147952,5,29.1340102113
42345,all,47.8069821497
158227,1,61.94350069
63723,1,40.9830003179
94388,5,20.7963908201
74148,3,37.5222077031
47262,all,44.0124361852
26772,all,27.6762688304
162430,5,21.7616
38229,5,25.9986281082
70188,all,60.5744
82149,1,80.8144649723
53735,2,102.879876356
98949,5,33.0832
100344,all,50.2740073445
69006,all,26.6121436086
128919,4,39.7639452376
111587,all,58.0270456483
33131,1,21.9312
65511,all,23.5314793959
166861,5,34.9424
93114,3,24.7661388118
124817,4,40.0996817459
24777,5,28.870259053
162430,4,67.3237126351
109791,3,27.9779955819
85407,all,43.5915472272
15807,3,7.29904389052
26678,2,42.0623514487
77982,all,38.2374477116
126285,4,21.9228298605
40593,1,21.3328
126168,3,28.6784
105609,1,98.184252007
96102,3,21.6003248638
89322,all,11.4648328556
12024,all,31.4243877737
90333,all,27.718428509
65166,5,22.2748749352
5052,all,26.84
94388,3,31.1888777221
94388,all,148.46583357
2214,1,22.3136
163228,3,37.6132497872
120246,1,29.2532906558
166861,3,29.0872
130713,1,45.7541519832
39806,4,204.756308622
14394,all,25.7963963559
67851,all,30.3192
45378,1,24.4177624184
105711,3,34.6450595817
34830,3,24.7494981144
92286,4,20.3704664793
26678,3,45.9294962993
158638,5,142.713266102
128919,1,25.2297969972
93438,4,18.865953093
73362,5,44.7903404118
137228,2,29.0131600432
86136,all,48.5334436388
15807,4,3.72874261656
36389,3,31.2499980834
42654,all,27.6661141556
149632,1,26.3730459425
71934,2,122.082212136
148624,3,28.7230950678
145558,2,59.1057057563
74418,3,19.5157710071
60416,3,31.1576
4932,all,21.9531978542
609,all,25.3942567211
85023,1,26.4833115516
42254,4,26.4712
16859,1,34.163172563
126588,4,25.5591843935
79176,3,29.3856
43889,2,27.6705828807
73650,all,21.2144740965
152269,4,38.3345491961
2952,all,9.42304241728
26977,3,30.3021382769
34302,all,25.8890204211
92286,2,36.1714657905
128919,3,26.6452485391
46950,all,26.1496
68016,all,98.2650283073
153697,2,29.0497545729
42951,all,24.2735813247
119352,5,60.1751979784
91041,3,18.5956198035
60429,all,55.759111729
68949,all,23.7571006884
130713,5,27.3136
148388,3,37.1624400366
48945,all,35.4736440152
63591,4,24.2624
102651,1,22.9976
2013,3,21.5469001083
60416,1,14.1340079629
136718,1,29.0938968267
110763,1,28.0086618129
82830,2,33.8061625433
57956,3,32.7375484115
152269,2,26.286443322
9543,5,5.2703588124
69045,4,118.076474941
102429,all,15.3169138781
77957,4,29.852
17372,5,16.6245498621
15888,all,18.2665123306
7011,3,9.8703484731
40652,1,18.0208021956
75974,2,35.1540042722
117618,4,33.1052103091
48260,3,25.9224
3549,all,19.8540563746
145289,5,24.4724599302
158080,2,26.8625109184
166958,3,189.060562813
34275,4,13.1899946445
137228,4,114.92726884
75974,5,36.7968
81402,all,21.956284829
75417,4,20.7962644374
15807,1,6.94050535942
145289,3,74.3782809865
115667,2,19.2716549716
136718,5,36.2776
52038,all,20.4292913892
141292,5,8.5036139334
117618,1,28.1237492418
94095,4,27.6452556497
74547,1,19.508
152269,1,22.2076955941
146734,4,38.2033104882
74418,5,20.8139993354
2013,all,21.86475391
17449,4,26.3200230156
96500,3,8.40006774722
20273,4,137.053851691
73377,5,17.4592288868
96500,5,4.01054941929
145309,4,46.6217748932
94239,1,30.5688996082
73362,2,43.9990732049
65547,4,28.6732782186
33131,5,26.5828822281
98949,1,23.3930747333
5961,4,24.2808118177
53516,2,42.2509376629
95568,all,39.8236239483
71580,3,69.1629713681
147118,4,7.50595583931
112694,4,35.1642050651
48260,5,26.1379916297
49560,all,23.1712664867
131336,3,10.4172272918
14385,all,23.1283388118
162430,1,38.9262068919
133720,2,45.0618672554
109701,1,21.6992275397
105711,2,35.2277657928
124067,1,21.6296
147118,1,4.76907813922
96500,1,10.4142751357
85023,2,22.8066272482
98949,3,40.1763270699
75974,3,38.6354176595
92286,3,29.3558334324
103356,all,87.8910413353
151268,1,9.13824659197
26765,1,25.5538610554
45378,4,26.0752225191
11472,all,34.1486751032
93837,all,22.6201618562
153697,4,38.9409293991
127910,3,31.4592
149996,4,33.3903062107
68649,4,27.6992
120246,2,24.8015413931
53384,4,28.9768
69045,2,33.2909701825
126285,3,14.091912461
36552,3,17.4642152371
95234,4,23.5882611283
75087,5,28.022183094
14244,all,20.6467967412
155045,5,20.2825308548
7239,all,28.3898125631
92073,all,58.128
137884,4,49.0462562507
106419,3,17.2206738298
155737,1,53.8797160735
131558,1,40.549276666
25233,4,33.0488193445
124817,3,22.1490704269
164356,2,19.3430311729
110763,4,32.7968041173
2061,1,24.1432
60416,2,13.347677602
31665,all,14.0982952717
17328,all,14.6694038314
117489,5,68.7963989897
166919,3,30.2301108259
78387,all,14.5646732646
9699,all,25.1809594287
53384,2,18.4233398567
93519,4,19.3170016527
44565,all,27.5206905997
2980,3,40.7182050034
146021,3,33.8808
88956,all,25.4287974509
53520,all,25.5228730323
72836,3,28.324
56643,5,33.4944099835
108519,2,22.6057409397
88785,2,10.8988924784
85014,3,27.3152
130713,4,37.3480996139
30600,2,22.1440760649
73569,all,55.8043547284
145558,5,32.2391912948
148093,3,27.8064
129684,4,25.2712
90525,all,43.7694308416
116175,1,21.6030157696
74547,3,17.2154276937
98949,2,20.5930970514
101382,2,10.3709009969
79146,3,24.8144
137158,4,21.1272867755
42254,3,71.1605714093
37401,all,15.8078977132
148388,2,23.9121982458
147118,2,5.7027439208
16645,all,6.55104296891
32817,all,28.8172118452
15807,5,4.69438672895
73362,1,48.5738412407
79146,1,21.86794914
40127,1,50.8074834432
110763,5,106.032726565
40593,5,16.5587010099
9036,4,23.1031892879
36389,1,22.8608
162377,4,31.909488063
71961,all,23.0689984165
121895,4,29.9316567039
61923,all,7.01252288352
150503,2,26.9380322293
47171,all,68.5492874588
98949,all,198.916295971
70848,1,22.2435115512
78054,all,54.7087906286
82149,2,47.6193675732
153145,5,17.0554958588
164596,1,2.65831529118
43956,all,28.9251581371
86850,all,18.7600841175
99860,1,33.3466150873
78263,1,21.3312
108614,4,25.9288
60471,all,24.9755625361
9036,all,24.158083482
92253,4,22.9042927763
155045,1,19.564312413
65547,5,42.4027910341
109701,5,29.5392
77982,4,20.2854424436
17720,5,21.5574777063
2980,5,23.6672
2214,4,21.7960520932
85781,2,69.8173911409
149996,1,28.4736
16350,all,27.1573187134
139552,2,10.5254710925
122052,all,77.6426660882
1013,3,9.02977205501
28093,all,17.739365059
61964,all,71.4112277867
26711,1,33.5814360745
117618,5,34.8432297695
74988,1,16.6409214121
130713,2,20.3917700647
126285,1,7.86675100957
58269,3,17.2456564315
148093,1,21.0904
150503,5,19.8452741508
155737,5,24.2750725564
147952,all,112.040369138
53384,1,21.837153621
68016,1,12.2673643163
74547,4,10.7661257628
107942,2,66.3471305257
114483,4,21.3124525
2214,5,17.8633479108
100293,2,52.6636120435
85200,5,9.90564783513
17372,2,16.8962134078
39221,1,57.203855769
9597,all,24.9030212239
40622,1,29.5362774621
26678,4,39.4625308801
60416,5,32.3216
40593,2,16.1110647716
91041,1,15.8805567473
49439,1,12.3819111475
88785,4,7.1967357847
70848,2,15.272953724
99860,5,31.7728
122052,5,22.1730790449
61827,1,16.2679492098
33110,5,30.144
87168,all,12.2836283105
149996,2,19.6821208556
32136,all,21.8923624361
98340,all,40.009571898
167182,4,57.5019985211
34830,4,18.5111464123
33110,3,19.7125570578
127809,1,101.922619409
105711,4,48.2902080613
95652,all,18.1474367143
162430,2,24.8520504711
86832,all,167.645512443
40622,5,23.0227892937
38714,2,24.090879994
32084,5,5.85715826543
34068,3,15.997618113
39221,2,43.0189130692
86832,4,25.8348569394
1053,all,18.7614638288
149294,2,30.4765886158
119352,2,14.7968
46059,4,21.4384
113367,1,47.036991829
99933,4,14.6320137871
93519,2,14.6600599497
136718,2,19.2408
75423,3,11.6983157905
65811,all,21.751875185
94239,2,28.2113417623
166919,4,30.3527862672
74967,all,24.5876671178
113367,3,28.7120554755
74118,all,20.8201400286
29309,2,59.5630602113
93542,2,10.5934111562
6321,3,19.7460420352
100293,5,60.2581599823
1566,3,29.4088
137884,1,28.642395516
33020,4,21.8747765519
55962,all,20.4762115282
58356,3,23.0326213863
44751,all,21.5396705148
39141,all,14.7612723128
162377,3,34.9513121029
9846,all,15.9073558752
141292,1,11.4124656429
117618,all,144.333216359
2877,all,15.9300353862
148624,4,32.3837190101
40127,5,90.9971171699
9699,5,15.5299084713
26520,all,16.4892091256
85182,all,23.2296177417
11991,2,33.3962587373
11943,all,18.9490564898
80358,all,7.70325976564
69003,3,50.6629972564
14364,all,22.5664352525
12372,all,27.5315056487
85095,3,17.8706442186
71952,all,18.3737750601
127910,1,22.4256
89265,2,14.9482081795
48429,5,14.3749514516
43932,all,23.15787393
106419,1,19.8624
46826,3,16.8405535445
65166,3,14.6632000006
75417,2,14.7944531425
3549,3,17.2713075147
49560,5,14.8870240468
61827,3,22.0735341614
51273,3,14.9103550493
139306,1,20.5890457944
20121,5,16.0296510132
29678,2,19.6374163539
75423,2,7.54089645573
15750,all,18.6892900465
88779,all,20.0744552164
102747,all,20.3629999334
147118,3,8.3091170025
87201,all,19.5167523372
78293,1,24.6382029847
116175,3,19.791175247
103653,2,21.6928814664
89028,5,26.4494689571
55545,all,30.8009240571
44325,3,20.605124954
34857,all,9.61701711739
155737,2,18.0012468177
65556,all,18.5081291526
162377,1,19.6654244968
26977,2,12.7061037461
85095,1,13.5206277489
11244,2,17.4808667396
37236,4,31.7494795705
86235,all,19.9330744626
4969,4,19.4236702084
7239,4,24.1286700765
93542,3,19.9343284236
126588,3,25.2163268151
155200,3,29.7352
47171,2,16.1313325731
112694,5,18.6265414018
68390,1,9.95491748113
93792,4,23.7257383369
63723,3,73.5266314268
68352,5,4.49212656024
63591,2,16.1568
93807,4,19.7644010631
53516,3,80.4021625341
89265,1,18.3805750752
68390,4,5.25249972427
115419,all,46.7428413328
113808,3,9.79561299104
53735,1,105.161743201
57282,all,14.9929904988
23601,all,8.57587208949
166861,2,22.7319671074
78054,5,25.9597762566
94053,all,8.37518034028
136718,3,20.4274514358
11511,3,14.2072109504
